"","x"
"1219",4363.87794557178
"1220",4449.41847682385
"1221",4485.88585538173
"1222",4627.79508214899
"1223",4645.76985474873
"1224",4659.80378596795
"1225",4717.66499032414
"1226",4746.91791172123
"1227",4933.38744534507
"1228",4912.56193355165
"1229",5111.97503562845
"1230",5245.25694918188
"1231",5400.67193672405
"1232",5539.80826402543
"1233",5662.49135101147
"1234",5712.49414308464
"1235",5715.99250308856
"1236",5626.58558541257
"1237",5582.53500235914
"1238",5411.49264253385
"1239",5227.62980731533
"1240",5118.0530871437
"1241",5152.69088944901
"1242",5108.23056443571
"1243",4916.36162562428
"1244",4682.84049736775
"1245",4482.55614100811
"1246",4455.72625214234
"1247",4471.26198172969
"1248",5016.63801436116
