"","V1"
"1176",72.6842512791718
"1177",65.3002571277275
"1178",76.4220073050274
"1179",78.2351465617012
"1180",103.836353555404
"1181",111.756531291975
"1182",141.672648244181
"1183",146.799942029696
"1184",124.764478290881
"1185",54.4643478968756
"1186",-98.3644815391226
"1187",-254.354998011923
"1188",-395.360896193067
"1189",-519.322271563939
"1190",-622.613185644645
"1191",-750.940125428969
"1192",-713.463594384899
"1193",-598.020189014892
"1194",-646.329187385964
"1195",-705.575451392161
"1196",-768.46879454991
"1197",-694.088324157055
"1198",-535.328062212024
"1199",-92.1668530667548
"1200",104.309279040157
"1201",-41.2990960992047
"1202",-110.727461723987
"1203",-155.617908720255
"1204",-172.665890616643
"1205",-245.766366584321
"1206",-324.675849810876
"1207",-336.49909612592
"1208",-411.200801395227
"1209",-468.834293943136
"1210",-615.871379002289
"1211",-658.110747019864
"1212",-786.237153702349
"1213",-805.300269036354
"1214",-797.780898233112
"1215",-924.013278503485
"1216",-915.935281159893
"1217",-914.443383495849
"1218",-858.635874006068
"1219",-787.335466188215
"1220",-730.390793251458
"1221",-606.364571760787
"1222",-528.523988814912
"1223",-474.555554769628
"1224",-402.331815630257
"1225",-349.960584858809
"1226",-213.348511186229
"1227",-185.1097688383
"1228",-74.2475104918831
"1229",21.4693231071751
"1230",109.917844208047
"1231",183.713421682647
"1232",232.282239859335
"1233",229.622495683476
"1234",176.770250197571
"1235",57.9925961563431
"1236",-50.3640930700885
"1237",-214.43985765344
"1238",-396.108716555343
"1239",-512.777126977385
"1240",-497.005575372079
"1241",-455.130654009161
"1242",-484.371649507143
"1243",-549.513445093168
"1244",-600.565888390423
"1245",-527.208133565946
"1246",-379.234262233006
"1247",128.876808916521
"1248",295.038970604282
"1249",164.25269491262
"1250",135.782388256243
"1251",142.785836805856
"1252",59.7674515346716
"1253",13.8321252662222
"1254",-48.0768156480053
"1255",-114.364299898079
"1256",-102.295208549458
"1257",-90.8230674005454
"1258",55.3801086363337
"1259",226.115407302231
"1260",303.797839024069
"1261",521.377487975664
"1262",686.773291219109
"1263",644.050742019731
"1264",701.571687838587
"1265",746.339358550939
"1266",690.255161328639
"1267",747.39606694469
"1268",761.013115175047
"1269",872.143251268591
"1270",920.718938887447
"1271",1017.65330750563
"1272",1203.77344014256
"1273",1308.37114168549
"1274",1376.63937121075
"1275",1412.56355189483
"1276",1475.04011819896
"1277",1488.29970639542
"1278",1522.9189957795
"1279",1532.21291244849
"1280",1485.90718829018
