"","V1"
"97210",3984.51726891113
"97211",4028.45618590391
"97212",4165.00491051894
"97213",4195.27877045355
"97214",4370.14364722271
"97215",4420.66877260591
"97216",4560.32811913949
"97217",4812.67514663481
"97218",4956.42861742031
"97219",5010.51048489281
"97220",4823.6008668984
"97221",4749.79782469087
"97222",4714.30855365165
"97223",4672.9403860119
"97224",4659.62429642003
"97225",4757.85572353821
"97226",4642.51285663361
"97227",4666.09580271348
"97228",4757.80060442031
"97229",4934.30123102197
"97230",5024.70733359054
"97231",5109.31323642436
"97232",5345.17117666439
"97233",5551.87916029199
"97234",5912.74391726972
"97235",6207.17860895261
"97236",6542.31609925896
"97237",6890.19363394754
"97238",6721.71507123563
"97239",6507.74940106583
"97240",6208.70224895802
"97241",6086.36437811245
"97242",5758.7633174334
"97243",5692.0518324241
"97244",5487.36086701509
"97245",5251.50864980774
"97246",5053.93799487115
"97247",4931.11583237215
"97248",5246.56146641518
"97249",5544.35185311538
"97250",4552.58282410634
"97251",4712.53129284411
"97252",4585.00466127337
"97253",4475.15624493633
"97254",4285.86887619856
"97255",4283.39448637722
"97256",4244.89452114738
"97257",4271.64979626007
"97258",4327.32054662173
"97259",4384.33777824915
"97260",4648.32795005514
"97261",4906.69817352107
"97262",5377.58823745264
"97263",5694.73804986945
"97264",5938.05194125234
"97265",6382.72168747092
"97266",6560.65166392942
"97267",6662.20376886644
"97268",6464.61930136741
"97269",6232.79397790492
"97270",5993.12682274056
"97271",6008.47748330765
"97272",5985.44092856936
"97273",5963.57268065961
"97274",5984.16046256606
"97275",5916.69595481007
"97276",6014.85285447111
"97277",6066.88401192723
"97278",6185.84676896475
"97279",6174.29865792287
"97280",6180.61670113627
"97281",6170.64422755687
"97282",6311.6649427923
"97283",6622.71109319545
"97284",7027.67572313051
"97285",7269.41494937721
"97286",6985.08464846123
"97287",6849.10450933135
"97288",6574.47008748315
"97289",6433.31884639972
"97290",6183.23814795352
"97291",5897.37145110142
"97292",5876.4094754828
"97293",5545.98528647352
"97294",5326.90798416705
"97295",5121.72454652819
"97296",5359.50822684705
